Name,Review,Number of Stars
easyautoonline,"This was by far the best experience I have ever had buying a car!! Everyone was so kind, the process was simple and they delivered my van to my home!",5
easyautoonline,"Chandler walked us through the process. It was great.he was very,professional and personable. Like family. We got the car we wanted and went away happy and smiling. Thank you easy auto!",5
easyautoonline,"Had an amazing experience with Easy Auto, Zach made it fun and easy to get into a new vehicle. If you are looking for a new ride, I recommend going and talking to Zach, he will bend over backwards to get you fixed up",5
easyautoonline,No review text found,5
easyautoonline,"Let's say experiences, on my 3rd purchase from them,  pure excellence and extremely fast. Kyle,Andre,and Pamela, I'm still smiling from the last purchase. The lord puts people in our paths for a reason. My credit was pretty much shot from 5 years ago when I got sick almost lost everything,except my house.Then 8/15/22 i lost my mother who didn't have a burial plan. These folks seen something in me so many lenders didn't. Pamela saved me from a diabetic episode and got me back to myself, along with personally handling my sale! Currently 3 open accounts with them. However they have bosses,and guidelines to follow, they're not the lender but have a good sayso in most cases. Clear open honest communication and you'll  leave with a smile as me and my wife did.Thanks you folks, I tell everyone about this place.My new motorcycle is what tops the cake,they went beyond customer service with that purchase.  🌟x10 looking forward to another bike purchase so maybe my wife could get her own! 😀 we'll see!! Again!! Thanks easy auto, yall made what I thought was (impossible) POSSIBLE!! GOD BLESS!!",5
easyautoonline,Glen Sutton was amazing. He helped me find exactly what I was looking for at actually saved me a little money.,5
easyautoonline,Aaron was exceptional to us and our daughters. One of the easiest car buying processes I've ever went through. They went above and beyond to get us into a vehicle!,5
easyautoonline,No review text found,5
easyautoonline,The staff and management very professional and extremely considerate of other people's finances in life they worked with me and I thank them for it this is my third vehicle one from ringgold and two from Rome. Thank you,5
easyautoonline,Employees where very friendly and professional best car buying experience I have ever had..,5
easyautoonline,I'll have used Easy Auto more than once and have a great experience with the staff and sales members. I would recommend Easy Auto,5
easyautoonline,"If you go there ask for Zach he’s the one that helped me. He took his time out of his day to teach me how to drive manual, and he worked with me on down payment and walked out with a car I wanted.",5
easyautoonline,They helped me on my car.  They are good people to do business with.,5
easyautoonline,Every employee at this location made this experience a five star experience! Everyone was caring and listened. They gave me space to look around and time in each vehicle.I left feeling very sound in our decision. I have had a couple small items to repair and they have made sure to point me in the right direction . They have a lifetime customer as far as my family is concerned.,5
easyautoonline,The guys there treated me with exceptional service thanks Brian Casey and the rest of the easyauto family,5
easyautoonline,"Great place to buy a car, great place to buy a motorcycle. A very straightforward process, One of the best transactions I've ever had with a business definitely recommend this place. They won't just try to take your money,  they'll help you.",5
easyautoonline,They sales person was friendly and worked very hard to get the offer i wanted,5
easyautoonline,Couldn’t ask for a better experience!! They went above and beyond!,5
easyautoonline,Dealt with Zack at the Cleveland location.  Great experience.  Second vehicle bought from Easy Auto.  First was a Mustang from the Murfreesboro location.  Definitely my first choice for used car dealer.,5
easyautoonline,"Great experience!! Cody went above and beyond to make sure everything was right. Great environment, great people! Thank you for getting me into my new Jeep!",5
easyautoonline,Bryan was able to help me get a car and went above and beyond to make sure I was able to leave with the car I wanted.,5
easyautoonline,Glen i cant remember  his last name he was really good to help out and do everything he could to help,5
easyautoonline,"Bri was an excellent salesperson! She made trading in our old car for a new truck super easy! Thanks, Bri!!",5
easyautoonline,I was very pleased with the way Zach handled getting me into a nice vehicle. He was a great listener in what I was looking for and I would definitely refer him to anyone,5
easyautoonline,No review text found,5
easyautoonline,Brett was amazing and got us financing when I didn’t think we would be approved. We did everything through phone calls and text messages because at the time we didn’t have a car. They even delivered the car we chose to our house! Katie was amazing and made signing all the paperwork so easy and convenient! Thank you all so much for a great buying experience! You have a new lifetime customer!,5
easyautoonline,Fantastic job,5
easyautoonline,Zach was an excellent salesman and did a great job of making the car buying process as painless and easy as possible. I would recommend this dealership to others.,5
easyautoonline,zach was absolutely helpful when i made the decision to get a new car. will continue to use Easy Auto for my future purchases.,5
easyautoonline,"Yes,they was helpful,and kind,nice.",5
easyautoonline,Very willing to help . Didn’t feel too pushy very comfortable place .,5
easyautoonline,This is our 3rd car we have bought from here April has been so great. She took the time to help us find what we are needing and also very interactive even with our children and grandchildren. She has went above and beyond to help us make this a smooth transition. I will be coming back to her when we are ready for another car.,5
easyautoonline,"Chandler at the Cleveland TN office, NEVER DISAPPOINTS!I have purchased 2 cars this year and will only go to him for out future needs...",5
easyautoonline,EA really got me the deal I wanted. Thank you april.,5
easyautoonline,Working to get payment into increments i am can handle and getting me financed. There was a battery issue with the car when i went to pick it up and the dealership corrected it.,5
easyautoonline,The salesman (Jared) made it a great experience. they do all that they possibly can. To get you qualified.,5
easyautoonline,Chandler went above and beyond to help me!  My experience was smooth and easy!  He did a wonderful job and I couldn’t be more pleased!,5
easyautoonline,"Raphael was great this is the 2nd vehicle I’ve bought from him when mine was totaled, he was great at his sales experience. And was working extra hard too get me in another vehicle. Thanx again for the great experience and easy and relaxing environment. Wished I could give him 10 stars.",5
easyautoonline,The service was good but the only thing I do not like is making the car payment weekly would rather have it monthly but you don’t know any of this until at the end of signing paperwork. Disappointed in that part other than that great service.,5
easyautoonline,Fast courteous service. Freindly sales representative,5
easyautoonline,The representative was friendly and professional and it was a pleasure to purchase a vehicle at easy auto!,5
easyautoonline,Cody was amazing kept updated through the whole thing this is my first time buying a car from a car lot he walked me through the whole thing and made sure I was happy he has business from now on,5
easyautoonline,"Me and my wife Ashley love Easy Auto. They are a wonderful and awesome company. We just purchased a 2011 Ford Focus, and we love it. Easy Auto was awesome and very helpful in our purchasing of the vehicle.",5
easyautoonline,Everything went smoothly! Great experience!!,5
easyautoonline,We absolutely love Zach at Easy Auto.  We have bought five vehicles from them & always been treated very well.,5
easyautoonline,"They was very helpful was considering on buy a dodge ram but that vehicle was not right so went back out and picked out another vehicle which I really love,they was really nice people especially Mary she was very kind and considered really appreciate her.",5
easyautoonline,"Grate people to do business with, and will fight to get you in a car you want.",5
easyautoonline,Want to thank Zach for helping us get in both our vechiles the staff here is very friendly and helpful we highly recommend anyone needing vechile go see Zach he is the man,5
easyautoonline,"It was an experience I will definitely recommend to others, Chandler was the salesman I felt with and I the gutter he will be the one I contact… Thank you Chandler",5
easyautoonline,Steve & Anthony helped so much and was able to work it out to where the payments fit our budget. They were super friendly and helpful and this was a big deal for us. It was our first big purchase together and we got something that was great for us and our kids. Would def work with them in the future!,5
easyautoonline,Good good job respect helpfully very very good job,5
easyautoonline,No review text found,5
easyautoonline,They were quick and easy to deal with what pleasure!,5
easyautoonline,No review text found,5
easyautoonline,"This makes my 4th car with Easyauto, they always treat me great!",5
easyautoonline,It was a great experience the people where very nice,5
easyautoonline,Zack was very knowledgeable and checked all of the options available to us.,5
easyautoonline,Very positive even after the papers were signed. We had a all issue with the car and it was taken care of promptly. The salesman was professional and helpful in every regard.,5
easyautoonline,Good service,5
easyautoonline,The salesman was great as long as you like buying  cars that are no where near blue book value!! Got approved to refinance until  they looked at the blue book! This place is a total rip off!!!,1
easyautoonline,No review text found,5
easyautoonline,Brian was very helpful and friendly. Made sure I understood everything. Got me a great deal,5
easyautoonline,"UPDATE: We got the car on the Friday before Labor Day, we get the car we were not Satisfied with the car we had. We were informed that they had a 7 day policy for return and/or exchange. My boyfriend calls up there and the lady in the office states that our 7 days are up, that the first day starts the day you get the car. She states she doesn’t write the contract she don’t have the ability to change she will call her manager/sup and see what they say. Needless to say that is not what the paper work says it specifically says SEVEN DAYS STARTING THE DAY AFTER you purchase the car. She then calls back and say we can do exchange but they have to see if we are approved through the finance company. I request the sup/manager number to speak with them she tell me that they are not able to talk, they are doing a home delivery. So I’m over easy auto at this point. She tells me she will run it call me back. She does not call back, she sends a TEXT saying we were approved and we to expect us up there. I asked her, if there was a extra down payment, if so how much? She text and her response was NO. When I say UNPROFESSIONAL UNPROFESSIONAL! We get there and they say they want us to test drive the Ford Flex overnight before signing paper work which we did. We get off work, get ready to leave and the car don’t start. We call and they say they are sure it’s the battery, so they replaced the battery. While signing the paper work I ask her now in the contract it states we have to take the car to an easy auto approved mechanic is that true or not, she states no you can take it to any mechanic, but we already know what has been done to the car so if you take the car to the mechanic and that states something has been done to the car we can look in our records like we going to intentionally do something to car that we need to get back and forth with. SHE MADE THIS EXPERIENCE ABSOLUTELY HORRIBLE FOR US. Everyone else in the office was of GREAT help GREAT. Andre was the most helpful and apologetic if it was not for him it would have been a refund. You can tell he new, but the others around him were also very helpful and very pleasant. We had some family asking where we got our car from and was going to send them some customers, I would not send my enemy to deal with that experience we are the customers, that assist with providing jobs. No CUSTOMER should be treated the way we’re treated by her at all. Andre gets FIVE stars but bc of this experience Easy Auto gets Three.Andre was of great assistance, he worked with us in getting us into a car, and was a great person to work with. Would definitely recommend them again.",1
easyautoonline,I was very nervous because he was a new Dr to me but his staff was very welcoming and he was amazing at the visit. He is very kind and explains everything greatly! I will continue to go to him from now on.,5
easyautoonline,All have a great experience with Zack Cross always helpful and does his job. We never have a problem dealing with him when buying a new vehicle would definitely recommend him to anyone who needs a vehicle.,5
easyautoonline,No review text found,5
easyautoonline,Best experience buying a car I've ever had. Zach Cross did an awesome job helping me find something in my budget that I was happy with. Great customer service! Would definitely buy from them again!,4
easyautoonline,I had a great experience buying a vehicle at Easy Auto.  Pete Antonelli and his team did a great job helping me with pricing and financing.  I recommend Easy Auto for anyone looking to buy a quality used vehicle!,5
easyautoonline,Staff was extremely helpful and friendly. Answered all my questions and was very detailed.,5
easyautoonline,in very much enjoy the process in which yall handle ur car buying experience.,5
easyautoonline,No review text found,5
easyautoonline,Great experience very friendly sales people and very happy with the vehicle my wife and I got.,5
easyautoonline,Everyone there where very nice professional and went about and beyond to make my buying a joy and stress free thank everyone at easy auto for all you did and I would definitely recommend anybody looking for a new car to give them a call I will be going back when I need another auto,5
easyautoonline,No review text found,5
easyautoonline,Great experience!  I would definitely recommend.,5
easyautoonline,had a great experience with easy auto. everyone was curtious and professional. t have never in my life been treated so well at any car dealership. Jared was amazing.,5
easyautoonline,"I had a great experience. This was my second time gettin a car from you. The 2nd one I got I brought back after 2 days and said I didn’t really like it that I wanted to trade it back in you have a warranty on your cars for 7 or 10 days and well I brought it back, and you all were so great helpful even let me test drive cars over night until I was happy. You treated me with kindness and was patient with me and that alone was a blessing. Labrisha Toal was my representative and she was great. Thank you again for what you did.",5
easyautoonline,"Love this place, I'm on my 3rd car from them, if you want a new=used vehicle this is your place, my last visit I was crunched for time,Glenn at the Cleveland location got me in and out and on time for work thanks glenn love the mustang",5
easyautoonline,Jared was wonderful! He helped us get our van in just a few hours. It was the easiest and quickest transaction I have ever had when getting a vehicle. I will definitely be using him again in the future.,5
easyautoonline,Mary at Easy Auto made my visit worth the trip. I went in nervous because of my credit but I left there very happy and satisfied.,5
easyautoonline,I'm very satisfied with the purchase of this new car from easy Auto,5
easyautoonline,Went well and satisfied,5
easyautoonline,"Hamza Khan was very polite and helpful in picking out the right car for me and my boyfriend who is a big man.In fact, everyone was nice and courteous",5
easyautoonline,Bryan Norton was our salesman and he was great he did a great job I recommend him to everyone he gets five stars from us !!!!!,5
easyautoonline,ZACH CROSS  of the Cleveland Branch was a very Awesome guy.. I would definitely be going back and recommending all my friends..,5
easyautoonline,Cody was very professional I would absolutely refer others to easy auto,5
easyautoonline,Easy auto is the best car lot to go to they will help you get in a car fast even if you have no credit,5
easyautoonline,No review text found,3
easyautoonline,Great experience. In and out. Taylor and his crew were so helpful!,5
easyautoonline,"LaBrisha Toal was our sales representative and she was awesome. She was very helpful, patient, and personable. We test drove several vehicles and she was very informative.",4
easyautoonline,Great experience. Everyone was very helpful and made me feel comfortable.,5
easyautoonline,Zach Cross was awesome with helping me. He helped me find the car I was looking for and I was really appreciative for all of his help,5
easyautoonline,This is our 3rd auto purchase from easy auto Brian Norton is amazing to work with he tells you exactly what you need and to bring with you we drive over an hour 1 direction to do business with Brian at easy auto,5
easyautoonline,Labrisha Toal went above and beyond to help get me in the vehicle I wanted. Will be back for the next vehicle.,5
easyautoonline,"Buying experience was great , after purchasing was the problem..",3
easyautoonline,"Steve text me about coming to look at a new car and trading my old one in.   I told him I would be there the following weekend.  I had looked at your inventory on line at several different locations.  Found some cars both at the Chattanooga lot and the Murfreesboro lot.   I text drove the Acura and decided it wasn’t for me, but I saw the 2014 Chevy Malibu and loved the color.  After I text drove it that was it.  I wanted that car, Steve did everything to get me in the car that I wanted.  I love the car and it drives great",5
easyautoonline,Customer service was A1! Despite me not having the best credit they still treated me like I mattered! Best customer service/sales experience I’ve had in a very long time!,5
easyautoonline,"They made sure to do what was needed to get me in a vehicle that fit my family needs. Very courteous, and so far any issues I have had have been fixed immediately.",5
easyautoonline,The saleswoman Bri at Easy Auto in Dalton Georgia gave me and my wife a absolutely great buying experience. She was very professional and answered all our questions with plenty of knowledge. This will make the 3rd car I've purchased from Easy Auto an I must say I have been very satisfied with each purchase. Thanks Easy Auto!,5
easyautoonline,Easy Auto is correct!! I just purchased my third vehicle there and I have been satisfied every time.,5
easyautoonline,"Cody was wonderful, very patient and I did not feel rush to buy.",5
easyautoonline,Zach is an amazing person to deal with he made sure we left happy. We bought our sonota 6 years ago our daughter needed a newer car and he helped her out.  Amazing place to buy a car.  Ill cya again soon hopefully,5
easyautoonline,Me and my wife had a great experience at easy auto. For once we did not leave an auto place with a bad headache. They all where very nice and easy to work with. And the hole time we was their it was fast and made us feel very comfortable and at ease.  Will be using them again for the next vehicle we buy. Thank y'all so much.,5
easyautoonline,"Great experience  at Easy Auto of Rome. Very clean, great selection, very helpful staff.",5
easyautoonline,"Service was great and drove out no problem, Thank you",5
easyautoonline,Zach our salesman did a really good job explaining everything to us and making sure we understand it before moving on he made us feel like we were part of something just not another meal ticket would recommend to anyone who needs a good reliable and dependable car for a cheap down payment thanks Easy Auto and Mr. Zach Cross,5
easyautoonline,"We financed a vehicle through the Ringgold Rd location. Everything went  smooth, got approved for $3,000 down, and we signed the paperwork. For the next 2 days me and my two girls begin to get accustomed to the new car. All of a sudden I get a call saying we have to return the vehicle because I hadn’t worked at my job for 1 years, only 9 months. This wasn’t an issue at all when we signed the paperwork. If they would have said this before I put money into the vehicle and got accustomed to it, then it wouldn’t be an issue. They will not repay me for the money I’ve paid for insurance and they said the could take my deposit! Im sure 90 percent of these reviews are made by them as well! A bunch of crooked lib thieves trying to steal hard working peoples money from fees and down payments. Shame on these people.",1
easyautoonline,Very professional. Upfront pricing and they don’t waste your time,5
easyautoonline,Excellent customer service. I was in and out. I was able to most of the paperwork without stepping foot into the office! Expectations were on point. 10 out of 10,5
easyautoonline,Excellent customer service. Ease of financing. Quality vehicles. I highly recommend Mary at Easy Auto Rome Georgia!!,5
easyautoonline,No review text found,5
easyautoonline,We are truly grateful for a wonderful experience at Easy Auto here in Murfreesboro.  Both Andre and Pamela made our experience very pleasant and pain-free!  We are so happy with the excellent service and love the “new to us” vehicle.  Thank you Andre and Pamela for everything and your knowledge and assistance was priceless!!,5
easyautoonline,Very accommodating.  And friendly.  Works with you to get what you want.  I recommend to any one.,5
easyautoonline,Zach Cross is the one that has been there for us when we needed a car fast,5
easyautoonline,Great job and friendly staff,5
easyautoonline,Our salesmen Chandler Hamilton was a Very helpful Salesman.,5
easyautoonline,I had a great experience gave me information on my vehicle detail to detail help me with any questions I had made me feel comfortable finished my paperwork the day before so that i was prepared to give my new for a spin no problems at all,5
easyautoonline,I have zero complaints about this place they were extremely helpful and were very willing to work with us through the entire process. Will defiantly be going through them again if I need another vehicle.,5
easyautoonline,They went above and beyond to make my experience easy. They even delivered the car. I highly recommend them.,5
easyautoonline,Always a great experience with the Dalton Crew this is the fourth car we have bought from them. They always take good care of us.,5
easyautoonline,The people at Easy Auto were so helpful. Jared went above and beyond to get what we needed. And they all worked as a team to help complete things on my lunch break.,5
easyautoonline,No review text found,5
easyautoonline,Andre and Pamela was great with there hard work also great Hospitality I was blessed to pull off easy auto lot today with my 2015 Chrysler 200 yes 🙌🏿 Thank you for your patience amazing job to the both of you!!! 🤩,5
easyautoonline,It was great they came to my house,5
easyautoonline,"Did great financing and great deals, shout out to Brian at easy auto in dalton!",5
easyautoonline,They sold me a car and the back brakes needed to be replaced a week later. I called and told them they sent me to maxi auto and my back brakes are still making a noise and they told me they replaced my brakes and rotors and I had to pay 40$,1
easyautoonline,No review text found,5
easyautoonline,"It's all in the name, with Easy auto it's exactly that. Easy! So walk in today and drive out when you leave.",5
easyautoonline,They did really good.  Just still havent gotten the tag it's been 3 weeks.  So far the cars doing good I just hope if anything happens they will be as helpful as they were when I got it.,4
easyautoonline,Well there is a lot negative I can say and maybe one positive and I had a van from them that broke down after having only three and a half months and they did let me get another one but I am now paying 22 thousand dollars for a 2009 GMC Acadia now tell me that I am not being ripped off I think they knew I was desperate for a way back and fourth to work and took advantage of me so this will be the last time I ever purchase a car from easy auto and by the way I will let anyone know who goes there do not deal with Brian he is a snake in the grass and you can tell he don’t care about people at all cause they all knew that van was messed up and sold it to me any ways I’m a single mother with three kids barely getting by and they just sold me a lemon anyways,1
easyautoonline,"The problem I have is my key foe, don’t lock all my doors",3
easyautoonline,"This was my first time purchasing a Vehicle from Easy auto, all the staff were were professional, kind, nice and honest. They were willing to help, awesome greeting, care completely, I wouldn’t mind referring any and every one to them,The sale person whom I dealt was ver awesome,Thank  you all very much!",5
easyautoonline,I was very well pleased with all sales people. They are very helpful and willing to help you get a vehicle. They will always get my business,5
easyautoonline,Bryan Norton!!👏👏 Did a great job helping us get into a car,5
easyautoonline,The guy was great and continued to be great,5
easyautoonline,"Sales people worked hard to get more for my trade, low payment, and lower interest rate. Took care of repairs to the vehicle that were noticed in the first few days of purchase. Reports on your credit to help credit score.",4
easyautoonline,It was a great experience got the car I won't it had the nicest sale car ladie,5
easyautoonline,Taylor went above and beyond to help me get a car I purchased a Chevy cruise and I am very happy with my purchase Taylor is very friendly and professional as a salesman very happy with the way I was helped,5
easyautoonline,No review text found,5
easyautoonline,Mario  was awesome. Very polite  and very patience,4
easyautoonline,My experience at easyauto was great. Very friendly and professional staff. I am pleased with my car and they have went above and beyond to help me. Thank you staff of easy auto.,5
easyautoonline,Would highly recommend! Great service.,5
easyautoonline,By far the best car buying experience I have ever had. Everyone is helpful and not your typical pushy car sales man. We will be back when we are ready for another car.,5
easyautoonline,Best place in Rome Ga to get a car! They so good I got 2 cars from them!!! Great customer service!,5
easyautoonline,Excellent service and the manager and employees are so professional and kind. You don't live empty hands. I receive that Day deferment options from other places. And I applied around 2am they approved me the truck at 10am same day. The process is easy and fast. 200% recommended.  Still have to go back. I haven't forgotten about y'all. See y'all after my vacations. THANK YOU ALL,5
easyautoonline,No review text found,1
easyautoonline,Everything was great. From picking out a vehicle to driving away everything and everyone was amazing! Understanding and trustworthy people! Reliable vehicles!,5
easyautoonline,The staff was nice. Prices are a little extreme for used cars but they gave me a chance to have a decent car.,4
easyautoonline,"everything went great , the employees there are sum of the greatest ppl yul meet , got to cut up n have a good time while also getting business done ,, thug life :)",5
easyautoonline,Everything went smoothly with no problems,5
easyautoonline,I went to purchase my second vehicle from easy auto and the salesman was very helpful even when the first vehicle I chose had a small issue they were very nice and helped me in replacing it with another vehicle that I liked and I am very satisfied with it and would recommend them to any one looking for a new car,5
easyautoonline,"Steve was very helpful. He couldn,t  have done a better  job.",5
easyautoonline,"We bought a car from Easy Auto and had two more payments when we had a devastating breakdown. The team at the Murfreesboro, Tennessee showroom were friendly and positive. We could not have been in better hands.",5
easyautoonline,I really loved the whole experience of buying my first car with easy auto!! Zach was very helpful and went above and beyond to make me a happy customer. They even delivered it right to my door. You can’t ask for better customer service and support. I highly recommend getting your next car through easy auto. - Matt English,5
easyautoonline,Loved Zach Cross and his down to earth attitude!,5
easyautoonline,Loved the people there felt as if I was home welcomed and great service help me with anything I asked and I am very picky,5
easyautoonline,The name says it all in my opinion...easy auto was that easy from day one...I even drove the car I wanted for 3 days b4 the deal was complete or any money was given...the whole process was quick and easy and that means alot when u can't just run to the bank and get it done..good ppl and so far a great car...definitely be using them in the future...,5
easyautoonline,Zak cross was very helpful and getting a car has never been easier for me than it was today !!,5
easyautoonline,Very helpful and hard working staff thanks for everything,4
easyautoonline,I won’t to think y’all for helping me get I good dependable car and I looking forward to seeing y’all again when I get in need for a Nother vehicle,5
easyautoonline,There really good people there and they help you and try to find you a ride,5
easyautoonline,Amazing experience love our van! Zach Cross was easy to work with and very helpful!,5
easyautoonline,Brett was great they delivered to our house. Has a small problem with a miss we took it to a mechanic that they preferred the fixed the problem. And we are good to go. We will be sending people to them.,5
easyautoonline,Great place to get a car professional people courteous and friendly,5
easyautoonline,"Bri was very friendly and helpful. When I was unsure of the car she allowed me to keep the car a day, and took it to the Nissan dealership to look the car over.",5
easyautoonline,Went to purchase my first car and was walked through the process easily. The car is amazing and I got it for a good price. Cody Burger was friendly and made things extremely easy. Amazing place,5
easyautoonline,I have purchased several cars from these guys always a awesome experience,5
easyautoonline,From start to finish the service was top notch.,5
easyautoonline,Zack is the best he's so funny and just made getting my new car an absolute fun and exciting experience.. I wouldn't want to deal with any other salesman he is an absolute delight thank you so much Zack for all your help,5
easyautoonline,"I had a very good experience with Easy Auto, they were friendly, and most of all HONEST, they stand behind their vehicles 100 percent.  Thank you Chris, Rick and Pam. I absolutely love my new Car. I appreciate your hard work and dedication to your customers.",5
easyautoonline,Bought a car from the dealership in Murfreesboro TN. Customer service was amazing! Also gave a honest price for the car we traded in! Highly recommend!,5
easyautoonline,I was very pleased with the way the sales staff worked with us in purchasing our jeep Cherokee the only issue we have is that we had to get a low beam headlight put in the very next day and four days later I had to spend $500 to get to computerized remote start keys because we only was given one and it malfunction three days later. I don’t ask for anything free but I think it would be very admirable if Easy Auto  at least pay for half of the expense,3
easyautoonline,No review text found,5
easyautoonline,I had a very wonderful experience here. The sales person Zach cross was nothing but helpful the entire time we bought a car and even after so. I would highly recommend this place to anyone looking to buy a car!,5
easyautoonline,"Bri is the best!!!!  Very helpful, patient, and knowledgeable!!",5
easyautoonline,I like doing business with them buch of good people and really good to the customer,5
easyautoonline,Awesome experience once again. The process was done in very smoothly and professional and they answer all my questions . I recommend easy auto,5
easyautoonline,I would definitely recommend easy auto to get a car by then and I recommend to go sale representative to LaBrisha Toal.,5
easyautoonline,No review text found,5
easyautoonline,Excellent salesman I think I had cody burger. He explained everything to where I could understand it. Definitely will recommend you guys to everyone who needs a car.,5
easyautoonline,Zach Cross did an awesome job helping me today. Highly recommend you come see him!,5
easyautoonline,No review text found,5
easyautoonline,The vehicle I purchased at Easy Auto is a great running car. The service I received from Easy Auto was great. I will recommend anyone to get a vehicle from Easy Auto.,5
easyautoonline,I think they did a great job and i love my car that they hooked me up with. I would recommend these people to my friends!,5
easyautoonline,I would strongly recommend easy auto they are amazing people and they will help you out as much as possible,5
easyautoonline,Good selection.   Very helpful sales person.   Guided me through process with expertise.   Would recommend this company and sales person highly.   Thx Easy Auto!!,5
easyautoonline,Made an appointment to look at a vehicle! Took the vehicle for a test drive and bought it that day! The sales staff was very professional and courteous!. It was easy as 1.2.3.,5
easyautoonline,Easy Auto made it easy for me.Sales Rep Chris Ray walked me through the process as if he was my brother.I am so happy with my 2011 Honda Civic.,5
easyautoonline,Great!!!! Very friendly,5
easyautoonline,The entire experience was great and everything was easy to understand great place to buy a vehicle,5
easyautoonline,Y’all need to test drive yours cars n know if they should b on the lot outside of that y’all are wonderful caring etc,4
easyautoonline,April was very patient nice and made sure I left the lot happy,5
easyautoonline,Thanks so much for being so friendly and I love my  2012 jeep compass...April,5
easyautoonline,Picking My Car Was Easy . They Helped An Explained Everything Too Me Very Detailed . I Highly Recommend Going Too EasyAuto !,5
easyautoonline,Cody burger was awesome. He over achieved in helping me find the perfect vehicle for me and my family. Thanks so much easy auto.,5
easyautoonline,"My son in law and I dealt with Zach Cross at Easy Auto in Cleveland, TN.  We appreciated Zach’s honesty with us.  He explained to us the easiest and fastest way to make application for a vehicle.  He explained fully, the process to us.  We followed his advise and found a much needed, suitable vehicle for my son in law and, within his budget!  Thank you Zach! You were great and so very helpful in several ways!",5
easyautoonline,Matt Johnson was extremely helpful probably the best sales person I've ever had to deal with would highly recommend visiting easy Auto in East ridge is give them 10 Stars if I could,5
easyautoonline,"We have been coming to Easy Auto for the past 7 years. Bryan Norton has always been so nice, and honest. Which is hard to come by these days. Bryan has helped us get into our last 3 vehicles and traded one in today and got me a truck that I have been wanting. If you want a vehicle, go see Bryan Norton for your car, truck or suv needs!!!",5
easyautoonline,Rick from Murfreesboro has been amazing. He and Zack have went way above and beyond with the level of customer service and professionalism. I will be buying all my vehicles from them in the future and have and will continue to refer them to friends and family!,5
easyautoonline,No review text found,5
easyautoonline,We have gotten 3 vehicles each time with Zach Cross he is super friendly and fun while going through the process he explains everything and very helpful I wouldn't deal with anyone else at this point!,5
easyautoonline,I worked with Raphael he made my car buying process easy and trustworthy I will highly recommend easy auto and look forward to buisness with them,5
easyautoonline,Had what l was looking for. No red tape on getting it. 5 ⭐⭐⭐⭐⭐ all day. The only way it could have been 6 ⭐⭐⭐⭐⭐⭐ would have been if in came in BLACK.,5
easyautoonline,No review text found,5
easyautoonline,"The car I was purchasing was a 2011 challenger it was over heating after the deal was made but they worked with me on a newer model with less miles for about the same price, a 2014 challenger, Zack Cross really helped and did a great job, I am completely satisfied…",5
easyautoonline,"Man, let me just say, these guys were amazing. Chris is who sold me my vehicle aka luscious Chris. Rick who help us with all the final paperwork was awesome. These 2 guys knocked it out of the park.Not only did all my questions get taken care of but I mention I wanted to get my soon to be vehicle inspected before I signed any paperwork. Not only did they understand but they insisted and paid for it. Who does that these days. Well these guys.The cat was in perfect order. There was 2 minor issues but that was me being picky. Still they fixed bother issues.I would definitely put them at the top of your list when buying a new ride. They killed it.( Mic drop).Thanks fellas for making this easy and getting me into my ride that night.I couldn't be happy with my purchase and my experience.If yall need a ride, go see these guys.Chris and Rick will take care of you. Promise. Tell them I sent ya.",5
easyautoonline,Bryan is the best honest truthful upfront on everything works hard for you.casey salesmanager goes extra mile 2nd vehicle through them.Go to easyauto got me another quality vehicle,5
easyautoonline,Great service and great cars. Would definitely recommend. Ask for labrisha.,5
easyautoonline,Very helpful staff and efficient. I’m enjoying my new car!,4
easyautoonline,Very friendly staff. They definitely go beyond to get you a vehicle that is reliable and affordable for your budget. Anthony was amazing and definitely will refer others to him.,5
easyautoonline,Very nice employees. I would recommend this business to everyone. Thanks for helping me get a car I love.,5
easyautoonline,No review text found,5
easyautoonline,I had good experience with April at Easy Auto purchase my new suv she did fabulous job getting me in my new vehicle it was easy and fast thank you April you rock girl.,5
easyautoonline,No review text found,4
easyautoonline,Very friendly and helpful would recommend them to anyone made the process smoothe. Great people!!,5
easyautoonline,"As always, the best customer service. I bought my 4th car with them, everything was good. They really care about the customer.",5
easyautoonline,This is second car I have bought from them and I am very pleased with the service I received!!! Steve made it easy and I was in and out in about an hour where the other car lots was taking all day!!!! I’m so happy I decided to come back to east auto again!!! And in the future I will return for all my auto needs!!!!! Thank u  again Steve for such great service with a smile!!!!!,5
easyautoonline,"Awesome staff. Easy auto is truly easy to purchase from. This being our fourth we know their word is their bond. When a business is in business for decades there must be an outstanding reason. I think it's because as Easy Auto is like the staff, both truthful and easy to purchase a vehicle!",5
easyautoonline,My trip to easy auto was awesome friendly helpful people.,5
easyautoonline,"Bought both our vehicles from Bryan Norton, amazing service and lovely people!!!",5
easyautoonline,This is the fourth car I have purchased. The process is always easy and Zack Cross is great to work with. Thanks for the Jeep,5
easyautoonline,No review text found,5
easyautoonline,"This was one of the easiest auto purchases I have ever done. Sales staff was very helpful, my truck was just as pictured. Drove great. The only draw back is I wish they would have done the oil change before selling. Other than that........GREAT PLACE TO BUY A USED CAR",5
easyautoonline,It was very good it was quick and very good,5
easyautoonline,"Everyone is very nice there. I am 45 yrs old and I have always paid cash for each vehicle I've gotten, this is the first time I've had to do payments. And they made the process very easy for me.",5
