Name,Review,Number of Stars,Cleaned_Review
AARDY,"Agents are friendly, knowledgeable, easy to understand, and a pleasure to work with.  Janet was the agent who helped me, but every time I call, I seem to get someone who checks all the boxes for what a customer service representative needs to do.",5.0,agent friendly knowledgeable easy understand pleasure work janet agent helped every time call seem get someone check box customer service representative need
AARDY,Customer service representative in purchasing the travel plan excellent.The computer system in getting the Plan Document a minus 1.,5.0,customer service representative purchasing travel plan excellentthe computer system getting plan document minus
AARDY,Very friendly and explained all my queries,5.0,friendly explained query
AARDY,"The agent, Denise, was knowledgeable and very helpful in assisting me with my travel insurance plan.  And..... she was very patient when a change was made after the plan purchase.",5.0,agent denise knowledgeable helpful assisting travel insurance plan patient change made plan purchase
AARDY,Stacy was fantastic.  I have never purchased travel insurance before and her knowledge made me very comfortable!  WELL DONE Stacy!,5.0,stacy fantastic never purchased travel insurance knowledge made comfortable well done stacy
AARDY,"Simple, easy to understand, quick.  Thanks",5.0,simple easy understand quick thanks
AARDY,Easy and better priced.  I am sold.,5.0,easy better priced sold
AARDY,"Terry was so patient and helpful!! She helped me identify the issues I that needed to make sure were covered, so that ""I"" could choose the plan that was right for my husband and myself. My biggest advise to other customers, is to ask for help if you are at all unsure ... I would have made the mistake of choosing a policy with a pre-existing conditions clause. Thank you!",5.0,terry patient helpful helped identify issue needed make sure covered could choose plan right husband biggest advise customer ask help unsure would made mistake choosing policy preexisting condition clause thank
AARDY,I believe the lady that helped me was Amanda. She did a great job answering my questions.,5.0,believe lady helped amanda great job answering question
AARDY,"We have use Aardy for many of our travel insurance.All the agents - Don, Felicia & Merlene & Nicole I've talked to at Aardy were very professional, very patient and explained very well.Only one time we purchase insurance with Seven Corners that they denied our claim due to my husband caught Covid while in NZ, because we did not go to a doctor or hospital, did not want to pass the virus to Uber driver or our relatives, just isolated at a relative's self contained unit, and took anti-viral pills which were provided and delivered to where we stayed by NZ Health.  Even though we had the text messages from NZ Health for prove, but not a doctor's note, so our claim was denied.",5.0,use aardy many travel insuranceall agent felicia merlene nicole ive talked aardy professional patient explained wellonly one time purchase insurance seven corner denied claim due husband caught covid nz go doctor hospital want pas virus uber driver relative isolated relative self contained unit took antiviral pill provided delivered stayed nz health even though text message nz health prove doctor note claim denied
AARDY,"The woman in customer service was extremely knowledgeable about the various travel insurance policies, and clearly explained the differences between several affordable policies. She was friendly and patient with all of my questions.",5.0,woman customer service extremely knowledgeable various travel insurance policy clearly explained difference several affordable policy friendly patient question
AARDY,"Your agent Nicole was super. She was polite, well informed, knowledgeable, efficient, and fun!  I am delighted to have done business with her!Many Thanks,Carl Pennypacker",5.0,agent nicole super polite well informed knowledgeable efficient fun delighted done business hermany thankscarl pennypacker
AARDY,Sylvia was very knowledgeable and helpful. Thank you,5.0,sylvia knowledgeable helpful thank
AARDY,The associate was accommodating and knowledgeable.,5.0,associate accommodating knowledgeable
AARDY,Roy was very helpful and friendly   He did a great job!!!,5.0,roy helpful friendly great job
AARDY,Roy F. was very helpful in presenting various options and recommending what option might be best for our needs. Keep up the good work!John Marck,5.0,roy f helpful presenting various option recommending option might best need keep good workjohn marck
AARDY,No review text found,5.0,review text found
AARDY,Sylvia was patient and full of information.  Great to work with.,5.0,sylvia patient full information great work
AARDY,Nicole answered all my questions and made it very easy to sign up.,5.0,nicole answered question made easy sign
AARDY,Andrea has been very efficient at giving several quotations and finish the process in a timely way.The rest of the Staff answering the phone have been very helpful too.,5.0,andrea efficient giving several quotation finish process timely waythe rest staff answering phone helpful
AARDY,Roy was very professional and answered all of my questions even when they were redundant.,5.0,roy professional answered question even redundant
AARDY,Melanie was friendly and informative. Very pleased with the service!,5.0,melanie friendly informative pleased service
AARDY,Was personable and had a great knowledge base.  Will use this service again.,5.0,personable great knowledge base use service
AARDY,The wait on the call line for help was short. Answers were prompt and to the point. The agent assures me that AARDY will be there to help us work with the provider should there be a need.The insurance objective for us was the medical coverage.,5.0,wait call line help short answer prompt point agent assures aardy help u work provider needthe insurance objective u medical coverage
AARDY,"Andrea was very helpful, accommodating & efficient.It was a pleasure doing business w/ her.",5.0,andrea helpful accommodating efficientit pleasure business w
AARDY,"Both Christianna and Roy were patient, thorough in their explanation of the policies, and extremely polite.",5.0,christianna roy patient thorough explanation policy extremely polite
AARDY,"Nice, Knowledgeable, Helpful - Thank You!",5.0,nice knowledgeable helpful thank
AARDY,Very easy to enroll and great prices.  Coverage offered is what I was looking for.,5.0,easy enroll great price coverage offered looking
AARDY,Easy to understand comparison.  Quick answers on chat and by phone when I had a question.  Representative made a recommendation that was the right product to choose for me.,5.0,easy understand comparison quick answer chat phone question representative made recommendation right product choose
AARDY,Thank you Sylvia for your professional help,5.0,thank sylvia professional help
AARDY,Andrea was extremely helpful in explaining the differences in policies plus pros & cons. She made our decision making process very easy.,5.0,andrea extremely helpful explaining difference policy plus pro con made decision making process easy
AARDY,Kayla was courteous and did a great job explaining the policy.,5.0,kayla courteous great job explaining policy
AARDY,agent was very helpful and courteous.  answered all my questions.  made the process super easy,5.0,agent helpful courteous answered question made process super easy
AARDY,"The agent, Felicia, was very knowledgeable and answered all my questions.",5.0,agent felicia knowledgeable answered question
AARDY,Christianna gave accurate information of the different plans so that I could make my decision.,5.0,christianna gave accurate information different plan could make decision
AARDY,"Prompt reply, good answers, intelligent agent.  Thank you Andrea?  George was helpful on-line.",5.0,prompt reply good answer intelligent agent thank andrea george helpful online
AARDY,Amanda was very helpful and informative! She answered my questions about coverage details with clear explanations and gave tips on what documents were important to take with us and whom to call should a need arise.,5.0,amanda helpful informative answered question coverage detail clear explanation gave tip document important take u call need arise
AARDY,MIRANDA ON CHAT AND SYLVIA WITH THE POLICY WERE OUTSTANDING WITH THEIR CUSTOMER SERVICE.  THEY CAREFULLY WALKED ME THROUGH THE ENTIRE PROCESS AND THE PURCHASE WAS EASY.,5.0,miranda chat sylvia policy outstanding customer service carefully walked entire process purchase easy
AARDY,Felicia was very helpful and answered all my questions. Great customer service!!,5.0,felicia helpful answered question great customer service
AARDY,Both George and Kayla were very patient with all my questions.  I would highly recommend them,5.0,george kayla patient question would highly recommend
AARDY,"Stacey was very helpful, answering and explaining all the details.",5.0,stacey helpful answering explaining detail
AARDY,Stacy was a wonderful person to work with. !,5.0,stacy wonderful person work
AARDY,Amanda did a great job of helping me with the coverage details.  She explained everything clearly and was pleasant and friendly.  I enjoyed talking to her.,5.0,amanda great job helping coverage detail explained everything clearly pleasant friendly enjoyed talking
AARDY,"Amanda was exactly what you want at the other end of the phone. She was clear, friendly and walked us through the complexities of travel insurance",5.0,amanda exactly want end phone clear friendly walked u complexity travel insurance
AARDY,"George was wonderful! He was professional, informative, clear in his explanations and pleasant.",5.0,george wonderful professional informative clear explanation pleasant
AARDY,"Ease of connecting to an insurance advisor over the phone- no menu, hoops to jump through, etc.I spoke with Christianna one day 6/16/23 and Melanie on a different day, 6/19/23. Both women were genuinely pleasant, knowledgeable, patient, and answered all my questions.",5.0,ease connecting insurance advisor phone menu hoop jump etci spoke christianna one day melanie different day woman genuinely pleasant knowledgeable patient answered question
AARDY,"After planning a trip with my wife and my daughter and her family we already had a considerable amount invested in this trip. Not knowing what the future holds before we would even leave I thought it would be best to invest in trip insurance . So after talking to Roy I put him on hold for a few days to talk to my daughter about things that possibly could go wrong luggage lost, sickness, plane delays, Medical while overseas, . So I called back and talked to George he answered all questions and was able to find what I thought was very reasonable Insurance for the coverage we were getting for seven people!And now I have peace of mind before our trip scheduled for several weeks yet! Thank you Roy and George!",5.0,planning trip wife daughter family already considerable amount invested trip knowing future hold would even leave thought would best invest trip insurance talking roy put hold day talk daughter thing possibly could go wrong luggage lost sickness plane delay medical overseas called back talked george answered question able find thought reasonable insurance coverage getting seven peopleand peace mind trip scheduled several week yet thank roy george
AARDY,"Your phone rep on June 14 was very knowledgeable, cheerful, professional and most helpful in answering my questions. The online comparisons and process on June 19 made our choice easy-peasy!",5.0,phone rep june knowledgeable cheerful professional helpful answering question online comparison process june made choice easypeasy
AARDY,Compared multiple policies for an upcoming trip. Easy to use.,5.0,compared multiple policy upcoming trip easy use
AARDY,"Don and Melanie listened to my concerns and gave me prompt, friendly and excellent service.",5.0,melanie listened concern gave prompt friendly excellent service
AARDY,"Roy, the agent we talked to was very knowledgeable and helpful.",5.0,roy agent talked knowledgeable helpful
AARDY,"Roy F. was helpful, patient, knowledgeable,and made the maze of Insurance much clearer. He knew the bestpolicies for our situations.Marysue Robbins",5.0,roy f helpful patient knowledgeableand made maze insurance much clearer knew bestpolicies situationsmarysue robbins
AARDY,Travel insurance important information,5.0,travel insurance important information
AARDY,I gave it four stars. I will not be writing a review. I am too busy to give written reviews of every service I use,4.0,gave four star writing review busy give written review every service use
AARDY,"1. Roy is the agent that assisted me. He was excellent.  He was knowledgeable, thoughtful, kind and patient in helping me with my travel insurance needs. He also emailed me  the items I needed right away and made sure I received them.  He encouraged me to review all documents and call if I had questions.2. Also, my call was answered promptly .... which increased my confidence in your company.Thank you Roy and AARDY",5.0,roy agent assisted excellent knowledgeable thoughtful kind patient helping travel insurance need also emailed item needed right away made sure received encouraged review document call question also call answered promptly increased confidence companythank roy aardy
AARDY,Easy to use web site - responsive and informed chat agent - and super helpful representative (Greg).,5.0,easy use web site responsive informed chat agent super helpful representative greg
AARDY,Sylvia has been invaluable in helping me acquire Travel Insurance. She is knowledgeable and able to impart just the information I need . She had made this part planning of my trip s breeze . Thank you so much for having her on your staff.,5.0,sylvia invaluable helping acquire travel insurance knowledgeable able impart information need made part planning trip breeze thank much staff
AARDY,Andrea was awesome!  She found the perfect policy for us.  She was so very helpful!,5.0,andrea awesome found perfect policy u helpful
AARDY,You made buying travel insurance easy. I talked with your representative Joe. He was knowledgeable and very helpful.,5.0,made buying travel insurance easy talked representative joe knowledgeable helpful
AARDY,"Spoke well. ExplaIned coverages clearly, sent info quickly",5.0,spoke well explained coverage clearly sent info quickly
AARDY,"I contacted you and got a response right away. Both agents answered my questions. They were clear and precise. I had contacted another agency that was evasive, unclear, and cost more.",5.0,contacted got response right away agent answered question clear precise contacted another agency evasive unclear cost
AARDY,Very clear easy to compare policies,5.0,clear easy compare policy
AARDY,No review text found,5.0,review text found
AARDY,"Janet was very polite, courteous and knowledgeable, she answered all of my questions.",5.0,janet polite courteous knowledgeable answered question
AARDY,No review text found,5.0,review text found
AARDY,"Stacy, the AARDY rep. was absolutely terrific!!! Stacy was professional. In every phase from quote to issuing the policy, Stacy understood my needs due to her knowledge of the product.",5.0,stacy aardy rep absolutely terrific stacy professional every phase quote issuing policy stacy understood need due knowledge product
AARDY,"I chatted online with Christianna as well as spoke with her via phone. I'm truly impressed that she gave me updated information re. the travel insurance that I requested. She gave me options and reasons why that might work...even to save us money on the premium. I've been using Aardy for our travels for a few years now, and am thoroughtly happy with your  service and expertise.",5.0,chatted online christianna well spoke via phone im truly impressed gave updated information travel insurance requested gave option reason might workeven save u money premium ive using aardy travel year thoroughtly happy service expertise
AARDY,"Both the representatives at Aardy have been pleasant and patient, as well as knowledgeable and helpful.",5.0,representative aardy pleasant patient well knowledgeable helpful
AARDY,My experience working with the Aardy customer service rep was exceptional. He was incredibly helpful with offering guidance and providing quotes for policies that fit our needs. Roy was knowledgable and courteous and I was very pleased with the entire experience. Only good things to say about working with this company.,5.0,experience working aardy customer service rep exceptional incredibly helpful offering guidance providing quote policy fit need roy knowledgable courteous pleased entire experience good thing say working company
AARDY,George spent lots of time with me. His voice gave me confidence. He carefully answered all my concerns and was obviously very knowledgeable.,5.0,george spent lot time voice gave confidence carefully answered concern obviously knowledgeable
AARDY,Joe was great.  Really enjoyed his personality. He knew the policies very well.You need to keep a person like this.  I would hire him.,5.0,joe great really enjoyed personality knew policy wellyou need keep person like would hire
AARDY,"Patient, informed service provider each time.Thank you!",5.0,patient informed service provider timethank
AARDY,"I spoke to 2 different agents, Kayla and Andrea.  Both agents were fabulously helpful and extremely knowledgeable! I Was given lots of details about the various differences between the policies  that helped me make a comfortable decision as to which plan to purchase based on what was important to me and our specific needs.   Having never purchased trip insurance before,I feel confident that I am getting the best coverage available at a reasonable price. I highly recommend Aardy to anyone.Thanks!",5.0,spoke different agent kayla andrea agent fabulously helpful extremely knowledgeable given lot detail various difference policy helped make comfortable decision plan purchase based important specific need never purchased trip insurance beforei feel confident getting best coverage available reasonable price highly recommend aardy anyonethanks
AARDY,No review text found,5.0,review text found
AARDY,EASY TO USE SYSTEM. Would be even better if there was a side by side comparison of each individual features or benefits.,5.0,easy use system would even better side side comparison individual feature benefit
AARDY,Sylvia was soo amazing. We called her more than once and every time she was so patient and helpful. She is a true gem and made this process so painless.,5.0,sylvia soo amazing called every time patient helpful true gem made process painless
AARDY,"Nicole, your Phoenix rep was excellent in communicating alternative strategies and moving us in one that was most appropriate for our age and needs. Kudos to her!ThanksHarvey Kramer",5.0,nicole phoenix rep excellent communicating alternative strategy moving u one appropriate age need kudos herthanksharvey kramer
AARDY,New to buying travel insurance.  Agent named Kayla was very helpful and patient with me walking through the process and picking the right company.  I appreciated her!,5.0,new buying travel insurance agent named kayla helpful patient walking process picking right company appreciated
AARDY,Very helpful people on line and on telephone.,5.0,helpful people line telephone
AARDY,"was very helpful, answered all my questions and took all the time I needed",5.0,helpful answered question took time needed
AARDY,"Joe was very helpful and prompt!Sylvia was knowledgeable, professional and went above and beyond to help an aging senior! I would request her help again.",5.0,joe helpful promptsylvia knowledgeable professional went beyond help aging senior would request help
AARDY,"I needed to purchase travel insurance and was lucky to get Melanie to help me.  She was thorough and professional, yet friendly, which is my favorite combination in customer service.  She did a great job.",5.0,needed purchase travel insurance lucky get melanie help thorough professional yet friendly favorite combination customer service great job
AARDY,Don was very helpful and explained the policy and gave me a better understanding than the website.,5.0,helpful explained policy gave better understanding website
AARDY,"I really appreciated the assistance of Maranda, she was cheerful and extremely helpful. I had spoken directly with several carriers and was much happier dealing with AARDY and Maranda.Thank you!",5.0,really appreciated assistance maranda cheerful extremely helpful spoken directly several carrier much happier dealing aardy marandathank
AARDY,It was a very pleasant experience with Jo.   I would buy with him again should I need travel insurance.,5.0,pleasant experience jo would buy need travel insurance
AARDY,i had significant questions and concerns that Amanda addressed completely.  I was very happy.,5.0,significant question concern amanda addressed completely happy
AARDY,"I had trouble purchasing this online.  I clicked the ""BUY"" button 3 times and nothing happened.So, I called the phone number and spoke with a nice gal named Felicia and she helped me purchase a policy very efficiently/",5.0,trouble purchasing online clicked buy button time nothing happenedso called phone number spoke nice gal named felicia helped purchase policy efficiently
AARDY,I’m totally happy.  Everything went smooth and the staff were very helpful and cordial.  I definitely recommend!,5.0,im totally happy everything went smooth staff helpful cordial definitely recommend
AARDY,Amanda discussed several plans and recommendedthe plan best suited for our needs.She was very courtious & friendly.,5.0,amanda discussed several plan recommendedthe plan best suited needsshe courtious friendly
AARDY,"Don was extremely helpful and provided exactly the information I needed, as well as information I didn't know I needed.  He was very kind and offered great suggestions. He was very informative. I came away feeling like I knew what I needed and had purchased.",5.0,extremely helpful provided exactly information needed well information didnt know needed kind offered great suggestion informative came away feeling like knew needed purchased
AARDY,Very easy to examine and purchase.  Not complicated.,5.0,easy examine purchase complicated
AARDY,Luis was very knowledgeable on the various differences between the policies I was considering. Based on what was important to me I was able to make a more comfortable decision as to which company to use. She was very cordial and insightful. She was a pleasure to work with.,5.0,luis knowledgeable various difference policy considering based important able make comfortable decision company use cordial insightful pleasure work
AARDY,Miranda provided excellent customer service!  She was extremely knowledgeable and was able to answer all my questions.,5.0,miranda provided excellent customer service extremely knowledgeable able answer question
AARDY,"I spoke with two different agents (the original agent was on a day off when I returned to ask some questions). In addition to the recommended plan, I was given options.  As it turned out, a slightly more expensive plan better suited our needs. The transaction was quick and easy.  And the plans recommended were less than half of what the tour agent recommended.  Thanks!",5.0,spoke two different agent original agent day returned ask question addition recommended plan given option turned slightly expensive plan better suited need transaction quick easy plan recommended le half tour agent recommended thanks
AARDY,Ease of getting the right coverage. I feel confident that I am getting the best coverage available at a reasonable price. I highly recommend Aardy to anyone.,5.0,ease getting right coverage feel confident getting best coverage available reasonable price highly recommend aardy anyone
AARDY,"Sylvia was fabulously helpful! She gave lots of details and gave lots of options, that helped me decide on which plan to purchase for travel insurance.  I have used AARDY for purchasing my travel insurance for several trips and have always been happy I did. Thank you.",5.0,sylvia fabulously helpful gave lot detail gave lot option helped decide plan purchase travel insurance used aardy purchasing travel insurance several trip always happy thank
AARDY,Great customer service. The agent answered all my questions and secured the policy for me.,5.0,great customer service agent answered question secured policy
AARDY,Both Felecia & Maranda were very professional and helpful. Answered all my questions. I have always worked with Aardy because of their helpful agents and clearly the best and easy to understand website.,5.0,felecia maranda professional helpful answered question always worked aardy helpful agent clearly best easy understand website
AARDY,Melanie was very helpful in what we needed for our trip. She was informative and slowly explained the process and what to expect via email and mail post.,5.0,melanie helpful needed trip informative slowly explained process expect via email mail post
AARDY,Kayla and Amanda were knowledgeable and professional.I received excellent customer service from both.,5.0,kayla amanda knowledgeable professionali received excellent customer service
AARDY,Melanie was very helpful. She gave me all the info I needed and I was able to enroll just with a click!,5.0,melanie helpful gave info needed able enroll click
AARDY,"The person I spoke with on the phone was GREAT. Helpful, patient, kind, she understood my confusion about my options.",5.0,person spoke phone great helpful patient kind understood confusion option
AARDY,No review text found,5.0,review text found
AARDY,The quotes were easy to understand and compare.  Pricing was much cheaper than buy direct from Cruise Lines.,5.0,quote easy understand compare pricing much cheaper buy direct cruise line
AARDY,No review text found,5.0,review text found
AARDY,"Melanie was very knowledgeable and helpful in answering my questions. She made me aware that at the present time I needed to purchase coverage only for the deposit amount paid for the trip, thus saving me from paying a large amount of money a year ahead in time.",5.0,melanie knowledgeable helpful answering question made aware present time needed purchase coverage deposit amount paid trip thus saving paying large amount money year ahead time
AARDY,The agents I worked with were very good in helping me choose a policy to meet my specific needs and the price for the policy was affordable.  So appreciative.,5.0,agent worked good helping choose policy meet specific need price policy affordable appreciative
AARDY,Christianna looked at options for me and made recommendations that met my needs.  She did not rush me and explained the options well.,5.0,christianna looked option made recommendation met need rush explained option well
AARDY,Answered queries,5.0,answered query
AARDY,My chat was helpful to clarify two questions I had about info that was brief online.,5.0,chat helpful clarify two question info brief online
AARDY,Nicole was very patient with my questions and very helpful in recommending the best insurance product for my situation.,5.0,nicole patient question helpful recommending best insurance product situation
AARDY,"Purchased a travel policy for an upcoming trip to Europe, and was offered a number of policies from which to choose.  Once I had made a selection, the application process was simple and straightforward.I was told after filling out the application that I would receive my policy by email within about 2 hours from the insurer.  When I did not receive the email within a few days, I contacted AARDY and they asked if I had checked my SPAM folder.  I admitted that I had not, so I was immediately sent the policy by email.  Suggestion: when looking for return email, check your inbox as well as spam. The delay was, in all likelihood, my fault, so I was treated well by AARDY.",4.0,purchased travel policy upcoming trip europe offered number policy choose made selection application process simple straightforwardi told filling application would receive policy email within hour insurer receive email within day contacted aardy asked checked spam folder admitted immediately sent policy email suggestion looking return email check inbox well spam delay likelihood fault treated well aardy
AARDY,No one replied to my question online. Do not know where to find information to make a copy of the policy!!,1.0,one replied question online know find information make copy policy
AARDY,No review text found,4.0,review text found
AARDY,I needed help with a policy with a waiver for pre existing health condition and Joe was wonderful working it through with me.  I look forward to using addy.com in the future- Alix Morin,5.0,needed help policy waiver pre existing health condition joe wonderful working look forward using addycom future alix morin
AARDY,Tequestions.rri was very patient and helpful and answered all my,5.0,tequestionsrri patient helpful answered
AARDY,The experience was quick and easy.  Joe was extremely helpful in finding the exact policy that I needed for my trip to Costa Rica!!  I have come back to AARDY several times for my trip insurance needs and will continue to seek them out for my future travel needs!!,5.0,experience quick easy joe extremely helpful finding exact policy needed trip costa rica come back aardy several time trip insurance need continue seek future travel need
AARDY,Very easy to compare policies and prompt delivery of policy and papers.,5.0,easy compare policy prompt delivery policy paper
AARDY,Everyone was courteous and helpful. My questions were answered politely and they were knowledgeable.,5.0,everyone courteous helpful question answered politely knowledgeable
AARDY,No review text found,5.0,review text found
AARDY,"Easy, good price too",5.0,easy good price
AARDY,Both gentlemen that I sopke with (Don and George) were very helpful and patient with helping me fing the right policy for my trip.,5.0,gentleman sopke george helpful patient helping fing right policy trip
AARDY,"The agent was very calm, knowledgeable and straight forward about the purchase of the three different policies involved in covering our family trip.",5.0,agent calm knowledgeable straight forward purchase three different policy involved covering family trip
AARDY,"The online site was down so we called. Amanda was so professional, nice and extremely helpful.",5.0,online site called amanda professional nice extremely helpful
AARDY,Gives me what I want at an affordable price.,5.0,give want affordable price
AARDY,The process to register and pay the downpayment was smooth.,5.0,process register pay downpayment smooth
AARDY,I had several phone conversations over a few weeks time before purchasing a trip insurance policy that was recommended. I never felt rushed nor pressured and there was no bias to pick Aardy's recommendation over the cruise cancellation policy offered by the cruise line. Every effort was made to explain to me the pros and cons of different policies. Today I spoke with Amanda who was very helpful. I  finally made my decision and purchased a policy.,5.0,several phone conversation week time purchasing trip insurance policy recommended never felt rushed pressured bias pick aardys recommendation cruise cancellation policy offered cruise line every effort made explain pro con different policy today spoke amanda helpful finally made decision purchased policy
AARDY,"Knowledgable, pleasant and efficient agents were a pleasure to work with.The process is very streamlined and easy.",5.0,knowledgable pleasant efficient agent pleasure work withthe process streamlined easy
AARDY,"Excellent representatives (Sara, Amanda).  They are efficient, knowledgeable an courteous.  I appreciate their assistance.",5.0,excellent representative sara amanda efficient knowledgeable courteous appreciate assistance
AARDY,Gave Informative information. Well versed in details of policies. Had spoken to Don and Sylvia and both were great to speak to.,5.0,gave informative information well versed detail policy spoken sylvia great speak
AARDY,Answered my questions and provided follow-up service as requested.  Friendly and informative staff,5.0,answered question provided followup service requested friendly informative staff
AARDY,Andrea was very helpful and patient. I felt confident with what she told me. I had several questions specific to my situation that she was able to quickly understand and answer. I also appreciate AARDY system is fast with no wait times.,5.0,andrea helpful patient felt confident told several question specific situation able quickly understand answer also appreciate aardy system fast wait time
AARDY,"Knowledgeable, friendly, helpful and prompt service delivering a requested policy.",5.0,knowledgeable friendly helpful prompt service delivering requested policy
AARDY,"We were able to move from an online chat to direct contact with a representative in a very short amount of time.  Sylvia was responsive to my questions and helped me choose the best coverage for my needs, answering all my questions regarding differences between plans.",5.0,able move online chat direct contact representative short amount time sylvia responsive question helped choose best coverage need answering question regarding difference plan
AARDY,Agent Kayla did a great job in answering all my questions. She was very professional and attentive to my request.,5.0,agent kayla great job answering question professional attentive request
AARDY,I called to get more info on the plans. Roy F was extremely helpful in explaining the differences and found a plan that met our needs.,5.0,called get info plan roy f extremely helpful explaining difference found plan met need
AARDY,"Joe was extremely helpful & put me at ease. After talking to cruise line about insurance I was completely overwhelmed He was more than knowledgeable, friendly & went over & above to help me.Thank you",5.0,joe extremely helpful put ease talking cruise line insurance completely overwhelmed knowledgeable friendly went help methank
AARDY,"I spoke to an agent named George. He was very helpful, knowledgeable and personable. Customer service is key to a good business and he is an asset to your company.",5.0,spoke agent named george helpful knowledgeable personable customer service key good business asset company
AARDY,Great customer service. Both Andrea and Christiana were extremely helpful and very pleasant to work with. The process was easy and seamless. Would definitely reach out to them for next trips.,5.0,great customer service andrea christiana extremely helpful pleasant work process easy seamless would definitely reach next trip
AARDY,"Nicole had helped me with two policies, and Karla helped me with one. They were very helpful and professional. When I need another policy, I will contact one of these young ladies to help me.",5.0,nicole helped two policy karla helped one helpful professional need another policy contact one young lady help
AARDY,Roy on Chat and Sylvia on phone call were superb. Roy answered my questions easily & referred me to Sylvia.  Sylvia called me within minutes.  She was very patient with my questions & concerns. Explained several benefit items I was inquiring about.  Gave me pros & cons of 2 options & guided me to the best decision for my travel insurance coverage.  Thank you!!!,5.0,roy chat sylvia phone call superb roy answered question easily referred sylvia sylvia called within minute patient question concern explained several benefit item inquiring gave pro con option guided best decision travel insurance coverage thank
AARDY,Miranda was extremely helpful and a pleasure to deal with.,5.0,miranda extremely helpful pleasure deal
AARDY,"Very easy, simple to understand and affordable.",5.0,easy simple understand affordable
AARDY,"Saba, your representative, was excellent at helping us.",5.0,saba representative excellent helping u
AARDY,"Excellent customer service rep Joe.  Wish there were more available options for travel insurance companies though, otherwise great experience!",4.0,excellent customer service rep joe wish available option travel insurance company though otherwise great experience
AARDY,"Maranda and Felicity were both pleasant, helpful and professional.",5.0,maranda felicity pleasant helpful professional
AARDY,"Maranda on the phone, and Roy via chat recommended a plan to suits my circumstances the best it can.. Appreciate their knowledge.",5.0,maranda phone roy via chat recommended plan suit circumstance best appreciate knowledge
AARDY,My experience was greatJanet was very professional and helpful.  She was extremely attentive to detail and went out of her way in helping my family purchase travel insurance.I will definitely recommend AARDY travel insurance.,5.0,experience greatjanet professional helpful extremely attentive detail went way helping family purchase travel insurancei definitely recommend aardy travel insurance
AARDY,"Both agents with whom I spoke were fantastic!!  Sara and Miranda answred every question, gave great suggestions and pointed us in the perfect direction.  Hurray!",5.0,agent spoke fantastic sara miranda answred every question gave great suggestion pointed u perfect direction hurray
AARDY,"George, was very helpful and efficient in getting us the right Travel insurance for our needs.",5.0,george helpful efficient getting u right travel insurance need
AARDY,It was quick and easy to get the information I needed for me to get a comparison of travel insurance plans to compare.  I called an agent to ask questions and she was very knowledgeable and helpful.  I appreciated getting ratings for the companies offering the various plans I was comparing.,5.0,quick easy get information needed get comparison travel insurance plan compare called agent ask question knowledgeable helpful appreciated getting rating company offering various plan comparing
AARDY,Talking to Roy F. It was a pleasure.,5.0,talking roy f pleasure
AARDY,No review text found,5.0,review text found
AARDY,"easy to use web site, easy to navigate to purchase travel insurance; choices",5.0,easy use web site easy navigate purchase travel insurance choice
AARDY,Both Joe and Kala were extremely helpful and very clear about my insurance options and helped me decide on the most affordable plans.,5.0,joe kala extremely helpful clear insurance option helped decide affordable plan
AARDY,Aardy.com gave me a lot of choices for my travel insurance.  I chose a company I was familiar with & which is giving me a lot of coverage for a reasonable amount.  Aardy then sent me a confirmation email with my insurer's contact numbers.  I appreciate the quick attention given to my search.,5.0,aardycom gave lot choice travel insurance chose company familiar giving lot coverage reasonable amount aardy sent confirmation email insurer contact number appreciate quick attention given search
AARDY,"Travel insurance seems very complicated. Christiana was extremely helpful in answering many questions that I had. However, I never did feel very clear about how benefits that I already had such as medical benefits, flight tickets that could be rescheduled and hotel reservations that could be cancelled should impact my travel insurance needs. The main consideration seemed to be total trip cost. I feel like I have very good coverage which was explained well, but I wonder if I may have bought too much.",4.0,travel insurance seems complicated christiana extremely helpful answering many question however never feel clear benefit already medical benefit flight ticket could rescheduled hotel reservation could cancelled impact travel insurance need main consideration seemed total trip cost feel like good coverage explained well wonder may bought much
AARDY,"Aardy seems like a very good travel insurance company. Not only were the prices fair, there were several different policies to choose from, which was very nice. But honestly, the biggest asset to your company are your representatives. I was lucky enough to get one of your reps. By the name of Joe.He took the time to explain the whole policy to me, answered any questions that I had, he was very friendly, and made you feel like you were a part of the Aardy family after only one phone call. If all your sales people or representatives, have the same sales technique, personality, and takes time to answer anything you do not understand, than I believe your company will be here for a very long time. I know I will be using your company for all my travel, which I do a few times a year and I will also be recommending you to all my family and friends to be using as well. If you want a great company try Aardy. Thank you again to.Aardy and Joe for a great experience.",5.0,aardy seems like good travel insurance company price fair several different policy choose nice honestly biggest asset company representative lucky enough get one rep name joehe took time explain whole policy answered question friendly made feel like part aardy family one phone call sale people representative sale technique personality take time answer anything understand believe company long time know using company travel time year also recommending family friend using well want great company try aardy thank toaardy joe great experience
AARDY,Agent reviewed our needs and discussed options to meet them.  I changed from my own uninformed choice of a travel insurer to one that was much beytter at just a little more cost.  Thank you,5.0,agent reviewed need discussed option meet changed uninformed choice travel insurer one much beytter little cost thank
AARDY,Finding and purchasing the right policy was easy. Thanks,5.0,finding purchasing right policy easy thanks
AARDY,No review text found,5.0,review text found
